id,clinic_id,poster_id,"type","starts_at","ends_at","created_at","updated_at"
1337,116,4,"Office Int","2017-02-06",NULL,"2019-06-11 14:09:45","2019-07-01 19:26:28"
1338,116,4,"Ext","2017-02-06",NULL,"2019-06-11 14:09:45","2019-07-01 19:26:28"
1339,116,4,"Int","2017-02-06",NULL,"2019-06-11 14:09:45","2019-07-01 19:26:29"
1340,116,4,"Int","2017-02-06",NULL,"2019-06-11 14:09:45","2019-07-01 19:26:31"
1341,118,9,"Int","2019-01-08",NULL,"2019-06-11 14:09:45","2019-07-02 08:42:07"
1342,118,9,"Int","2019-01-08",NULL,"2019-06-11 14:09:45","2019-07-02 08:42:08"
1343,118,9,"Int","2019-01-08",NULL,"2019-06-11 14:09:45","2019-07-02 08:42:09"
1344,119,8,"Int","2016-05-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:55"
1345,119,8,"Int","2016-05-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:55"
1346,119,8,"Int","2016-05-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:55"
1347,120,4,"Office Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:56:11"
1348,120,4,"Office Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:56:12"
1349,120,4,"Office Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:56:15"
1350,120,4,"Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:56:12"
1351,120,4,"Ext","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-09 15:52:41"
1352,121,9,"Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:48:40"
1353,121,9,"Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:48:43"
1354,121,9,"Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:48:43"
1355,122,9,"Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:53:18"
1356,122,9,"Int","2018-12-17",NULL,"2019-06-11 14:09:45","2019-07-02 08:53:19"
1357,124,5,"Int","2016-04-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1358,124,5,"Office Int","2016-04-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1359,124,5,"Office Int","2016-04-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1360,124,5,"Office Int","2016-04-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1361,124,5,"Int","2016-04-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1362,124,5,"Office","2016-04-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1363,124,5,"Int","2016-04-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1364,124,5,"Int","2016-04-25",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1365,125,5,"Int","2014-12-15",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1366,125,5,"Int","2014-12-15",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1367,125,5,"Int","2014-12-15",NULL,"2019-06-11 14:09:45","2019-06-25 11:55:56"
1368,126,5,"Office Int","2015-05-18",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1369,126,5,"Office Int","2015-05-18",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1370,126,5,"Office Int","2015-05-18",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1371,126,5,"Office Int","2015-05-18",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1372,126,5,"Int","2015-05-18",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1373,126,5,"Int","2015-05-18",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1374,126,5,"Office","2015-05-18",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1375,127,8,"Int","2016-05-20",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1376,127,8,"Int","2016-05-20",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1377,128,8,"Int","2015-08-10",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1378,128,8,"Int","2015-08-10",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1379,129,5,"Office Int","2015-02-16",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1380,129,5,"Int","2015-02-16",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1381,129,5,"Int","2015-02-16",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1382,130,5,"Int","2014-12-29",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1383,130,5,"Int","2014-12-29",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1384,131,5,"Int","2010-12-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1385,131,5,"Int","2010-12-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1386,131,5,"Ext","2010-12-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1387,131,5,"Int","2010-12-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1388,131,5,"Int","2010-12-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1389,131,5,"Int","2010-12-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1390,132,5,"Int","2015-05-27",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1391,132,5,"Int","2015-05-27",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1392,132,5,"Int","2015-05-27",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1393,132,5,"Ext","2015-05-27",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1394,132,5,"Int","2015-05-27",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1395,132,5,"Int","2015-05-27",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1396,132,8,"Office Int","2015-05-27",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1397,132,8,"Office Int","2015-05-27",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1398,133,1,"Int","2014-06-30",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1399,133,1,"Int","2014-06-30",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1400,133,1,"Ext","2014-06-30",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1401,133,1,"Int","2014-06-30",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1402,133,1,"Int","2014-06-30",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1403,133,1,"Ext","2014-06-30",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1404,133,1,"Int","2014-06-30",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1405,133,1,"Int","2014-06-30",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1406,134,9,"Int","2018-12-18",NULL,"2019-06-11 14:09:46","2019-07-02 09:26:45"
1407,134,9,"Int","2018-12-18",NULL,"2019-06-11 14:09:46","2019-07-02 09:26:48"
1408,134,9,"Int","2018-12-17",NULL,"2019-06-11 14:09:46","2019-07-02 09:00:26"
1409,135,5,"Int","2015-02-17",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1410,135,5,"Int","2015-02-17",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1411,135,8,"Int","2015-02-17",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1412,136,9,"Int","2019-01-23",NULL,"2019-06-11 14:09:46","2019-07-02 09:27:30"
1413,136,4,"Int","2019-01-23",NULL,"2019-06-11 14:09:46","2019-07-02 09:27:26"
1414,136,4,"Int","2019-01-23",NULL,"2019-06-11 14:09:46","2019-07-02 09:27:32"
1415,136,9,"Office Int","2019-01-23",NULL,"2019-06-11 14:09:46","2019-07-02 09:27:33"
1416,138,9,"Office Int","2018-12-13",NULL,"2019-06-11 14:09:46","2019-07-02 09:35:01"
1417,138,9,"Office Int","2018-12-13",NULL,"2019-06-11 14:09:46","2019-07-02 09:35:04"
1418,138,9,"Office Int","2018-12-13",NULL,"2019-06-11 14:09:46","2019-07-02 09:35:02"
1419,138,9,"Ext","2018-12-13",NULL,"2019-06-11 14:09:46","2019-07-02 09:35:02"
1420,138,9,"Int","2018-12-13",NULL,"2019-06-11 14:09:46","2019-07-02 09:35:05"
1421,139,9,"Int","2018-11-22",NULL,"2019-06-11 14:09:46","2019-07-02 09:45:38"
1422,139,9,"Int","2018-11-22",NULL,"2019-06-11 14:09:46","2019-07-02 09:45:39"
1423,139,9,"Int","2018-11-22",NULL,"2019-06-11 14:09:46","2019-07-02 09:45:42"
1424,140,4,"Office Int","2018-11-22",NULL,"2019-06-11 14:09:46","2019-07-02 09:50:12"
1425,140,4,"Int","2018-11-22",NULL,"2019-06-11 14:09:46","2019-07-02 09:50:13"
1426,140,4,"Int","2018-11-22",NULL,"2019-06-11 14:09:46","2019-07-02 09:50:14"
1427,141,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:53:49"
1428,141,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:53:52"
1429,141,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:53:50"
1430,142,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:59:08"
1431,142,4,"Ext","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:59:06"
1432,142,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:59:12"
1433,142,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:59:09"
1434,142,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:59:12"
1435,142,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:46","2019-07-02 09:59:12"
1436,143,4,"Int","2017-06-05",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1437,143,4,"Int","2017-06-05",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1438,144,5,"Int","2016-08-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1439,144,5,"Int","2016-08-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1440,144,5,"Int","2016-08-01",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1441,145,5,"Int","2016-09-19",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1442,145,5,"Int","2016-09-19",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1443,145,5,"Int","2016-09-19",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1444,146,5,"Int","2014-07-31",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1445,146,1,"Int","2014-07-31",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1446,146,1,"Int","2014-07-31",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1447,146,5,"Int","2014-07-31",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1448,146,5,"Int","2014-07-31",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1449,147,1,"Int","2014-06-19",NULL,"2019-06-11 14:09:46","2019-06-25 11:55:56"
1450,147,5,"Int","2014-06-19",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1451,147,5,"Int","2014-06-19",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1452,147,10,"Int","2014-06-19",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1453,147,10,"Int","2014-06-19",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1454,147,10,"Int","2014-06-19",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1455,148,5,"Office Int","2014-03-28",NULL,"2019-06-11 14:09:47","2019-08-26 13:10:40"
1456,148,5,"Int","2014-03-28",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1457,148,5,"Int","2014-03-28",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1458,148,5,"Office Int","2014-03-28",NULL,"2019-06-11 14:09:47","2019-08-26 13:11:01"
1459,149,8,"Office Int","2014-12-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1460,149,10,"Int","2014-12-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1461,150,4,"Office Int","2017-12-15",NULL,"2019-06-11 14:09:47","2019-07-02 10:14:54"
1462,150,4,"Ext","2017-12-15",NULL,"2019-06-11 14:09:47","2019-07-02 10:14:56"
1463,150,4,"Int","2017-12-15",NULL,"2019-06-11 14:09:47","2019-07-02 10:14:59"
1464,150,4,"Int","2017-12-15",NULL,"2019-06-11 14:09:47","2019-07-02 10:14:58"
1465,150,4,"Int","2017-12-15",NULL,"2019-06-11 14:09:47","2019-07-02 10:14:59"
1466,151,5,"Int","2015-06-17",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1467,151,5,"Int","2015-06-17",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1468,151,5,"Int","2015-06-17",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1469,151,10,"Int","2015-06-17",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1470,151,10,"Int","2015-06-17",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1471,152,8,"Int","2014-12-29",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1472,153,5,"Office Int","2016-01-25",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1473,153,5,"Office Int","2016-01-25",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1474,153,5,"Int","2016-01-25",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1475,153,5,"Ext","2016-01-25",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1476,153,5,"Int","2016-01-25",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1477,154,4,"Int","2017-08-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1478,154,4,"Int","2017-08-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1479,154,4,"Int","2017-08-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1480,155,10,"Int","2015-11-02",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1481,155,10,"Int","2015-11-02",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1482,155,10,"Int","2015-11-02",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1483,156,5,"Int","2016-07-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1484,156,5,"Int","2016-07-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1485,156,5,"Ext","2016-07-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1486,156,5,"Int","2016-07-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1487,156,5,"Int","2016-07-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1488,156,5,"Ext","2016-07-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1489,156,5,"Int","2016-07-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1490,156,5,"Int","2016-07-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1491,157,5,"Int","2016-07-26",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1492,157,5,"Int","2016-07-26",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1493,157,5,"Int","2016-07-26",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:56"
1494,158,4,"Int","2018-12-14",NULL,"2019-06-11 14:09:47","2019-07-02 10:21:59"
1495,158,4,"Int","2018-12-14",NULL,"2019-06-11 14:09:47","2019-07-02 10:22:03"
1496,158,9,"Int","2018-12-14",NULL,"2019-06-11 14:09:47","2019-07-02 10:22:00"
1497,158,4,"Ext","2018-12-14",NULL,"2019-06-11 14:09:47","2019-07-02 10:22:04"
1498,158,4,"Int","2018-12-14",NULL,"2019-06-11 14:09:47","2019-07-02 10:22:04"
1499,159,10,"Int","2016-02-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1500,159,10,"Int","2016-02-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1501,159,10,"Int","2016-02-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1502,160,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:36:33"
1503,160,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:36:34"
1504,160,4,"Ext","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:36:37"
1505,160,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:36:37"
1506,160,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:36:37"
1507,160,9,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:36:38"
1508,161,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:30:29"
1509,161,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:30:33"
1510,161,4,"Ext","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:30:30"
1511,161,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:30:30"
1512,161,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:30:31"
1513,161,4,"Int","2018-12-19",NULL,"2019-06-11 14:09:47","2019-07-02 10:30:34"
1514,162,5,"Office","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1515,162,5,"Office Int","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1516,162,5,"Office Int","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1517,162,5,"Office Int","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1518,162,5,"Office Int","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1519,162,5,"Office Int","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1520,162,5,"Int","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1521,162,5,"Int","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1522,162,5,"Office","2015-06-08",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1523,163,8,"Int","2015-08-31",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1524,163,8,"Int","2015-08-31",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1525,163,10,"Office Int","2015-08-31",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1526,163,10,"Office Int","2015-08-31",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1527,164,9,"Int","2017-12-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1528,164,9,"Int","2017-12-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1529,164,9,"Int","2017-12-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1530,164,9,"Int","2017-12-01",NULL,"2019-06-11 14:09:47","2019-06-25 11:55:57"
1531,165,4,"Int","2018-12-12",NULL,"2019-06-11 14:09:47","2019-07-02 10:43:08"
1532,165,4,"Int","2018-12-12",NULL,"2019-06-11 14:09:47","2019-07-02 10:43:10"
1533,165,4,"Int","2018-12-12",NULL,"2019-06-11 14:09:48","2019-07-02 10:43:12"
1535,166,4,"Int","2018-12-13",NULL,"2019-06-11 14:09:48","2019-07-02 10:54:29"
1536,166,4,"Int","2018-12-13",NULL,"2019-06-11 14:09:48","2019-07-02 10:54:33"
1537,167,8,"Office Int","2015-07-09",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1538,167,8,"Int","2015-07-09",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1539,167,8,"Int","2015-07-09",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1540,168,4,"Int","2018-12-14",NULL,"2019-06-11 14:09:48","2019-07-02 11:00:15"
1541,168,4,"Int","2018-12-14",NULL,"2019-06-11 14:09:48","2019-07-02 11:00:16"
1542,168,4,"Ext","2018-12-14",NULL,"2019-06-11 14:09:48","2019-07-02 11:00:20"
1543,168,4,"Int","2018-12-14",NULL,"2019-06-11 14:09:48","2019-07-02 11:00:16"
1544,168,4,"Int","2018-12-14",NULL,"2019-06-11 14:09:48","2019-07-02 11:00:20"
1545,168,4,"Int","2018-12-14",NULL,"2019-06-11 14:09:48","2019-07-02 11:00:20"
1546,169,4,"Int","2018-12-21",NULL,"2019-06-11 14:09:48","2019-07-02 11:28:06"
1547,169,4,"Int","2018-12-21",NULL,"2019-06-11 14:09:48","2019-07-02 11:28:07"
1548,169,4,"Int","2018-12-21",NULL,"2019-06-11 14:09:48","2019-07-02 11:28:06"
1549,170,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:48","2019-07-02 11:05:12"
1550,170,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:48","2019-07-02 11:05:12"
1551,171,4,"Int","2018-12-21",NULL,"2019-06-11 14:09:48","2019-07-02 11:31:05"
1552,171,4,"Int","2018-12-21",NULL,"2019-06-11 14:09:48","2019-07-02 11:31:05"
1553,171,9,"Int","2018-12-21",NULL,"2019-06-11 14:09:48","2019-07-02 11:31:05"
1554,172,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:48","2019-07-02 11:24:02"
1555,172,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:48","2019-07-02 11:24:04"
1556,172,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:48","2019-07-02 11:24:05"
1557,172,4,"Int","2018-12-20",NULL,"2019-06-11 14:09:48","2019-07-02 11:24:06"
1558,173,7,"Int","2019-01-08",NULL,"2019-06-11 14:09:48","2019-07-02 11:34:49"
1559,173,4,"Int","2019-01-08",NULL,"2019-06-11 14:09:48","2019-07-02 11:34:53"
1560,173,4,"Int","2019-01-08",NULL,"2019-06-11 14:09:48","2019-07-02 11:34:52"
1561,173,7,"Int","2019-01-08",NULL,"2019-06-11 14:09:48","2019-07-02 11:34:53"
1562,174,5,"Int","2014-10-22",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1563,174,5,"Int","2014-10-22",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1564,174,5,"Int","2014-10-22",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1565,175,7,"Int","2018-11-22",NULL,"2019-06-11 14:09:48","2019-07-02 11:44:26"
1566,175,4,"Int","2018-11-22",NULL,"2019-06-11 14:09:48","2019-07-02 11:44:28"
1567,176,5,"Int","2014-10-22",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1568,176,10,"Int","2014-10-22",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1569,176,10,"Int","2014-10-22",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1570,176,10,"Int","2014-10-22",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1571,177,5,"Int","2014-01-27",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1572,177,5,"Int","2014-01-27","2019-11-17","2019-06-11 14:09:48","2019-11-05 12:08:33"
1573,177,10,"Int","2014-01-27",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1574,177,10,"Int","2014-01-27",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1575,178,5,"Int","2015-10-30",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1576,178,10,"Office Int","2015-10-30",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1577,178,10,"Office Int","2015-10-30",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1578,178,10,"Office Int","2015-10-30",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1579,178,10,"Office Int","2015-10-30",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1580,178,10,"Office","2015-10-30",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1581,179,10,"Office Int","2015-01-19",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1582,179,10,"Int","2015-01-19",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1583,179,10,"Int","2015-01-19",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1584,179,10,"Int","2015-01-19",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1585,180,6,"Int","2012-07-01","2019-12-31","2019-06-11 14:09:48","2019-11-28 13:51:06"
1586,180,6,"Int","2012-07-01","2019-12-31","2019-06-11 14:09:48","2019-11-28 13:51:07"
1587,180,13,"Int","2012-07-01","2019-12-31","2019-06-11 14:09:48","2019-11-28 13:51:08"
1589,180,13,"Int","2012-07-01","2019-12-31","2019-06-11 14:09:48","2019-11-28 13:51:09"
1590,180,13,"Int","2012-07-01","2019-12-31","2019-06-11 14:09:48","2019-11-28 13:51:12"
1591,181,4,"Office Int","2017-10-16",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1592,181,4,"Int","2017-10-16",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1593,181,4,"Int","2017-10-16",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1594,181,9,"Int","2017-10-16",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1595,181,9,"Int","2017-10-16",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1596,181,4,"Ext","2017-10-16",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1597,181,4,"Int","2017-10-16",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1598,183,5,"Office Int","2015-03-25",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1599,183,10,"Int","2015-03-25",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1600,184,5,"Int","2014-10-08",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1601,184,5,"Office Int","2014-10-08",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1602,184,5,"Office Int","2014-10-08",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1603,184,5,"Int","2014-10-08",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1604,185,8,"Int","2015-02-26",NULL,"2019-06-11 14:09:48","2019-06-25 11:55:57"
1605,185,5,"Int","2015-02-26",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1606,185,8,"Int","2015-02-26",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1607,186,10,"Int","2015-09-04",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1608,186,10,"Ext","2015-09-04",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1609,186,10,"Int","2015-09-04",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1610,186,10,"Int","2015-09-04",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1611,186,10,"Int","2015-09-04",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1612,186,10,"Int","2015-09-04",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1613,187,10,"Int","2015-09-30",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1614,187,10,"Int","2015-09-30",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
1615,188,4,"Int","2017-12-01",NULL,"2019-06-11 14:09:49","2019-06-25 11:55:57"
